"@title","ไทย"
"#01961","From this point on, your high score won't change."
,"But you can continue playing for as long as you like."
,"We hope you'll enjoy the game for a long time to come."
"#01962","Hello there!"
,"Nice to meet you! My name's Vicky Ville. Starting today, I'll be assisting you with <0>."
,"You know, this place used to be a bustling town full of people and businesses."
,"But ever since the previous mayor set out on a journey and never came back, it's really gone downhill."
,"We need to turn this into a <pic=star1>5 town that any adventurer worth their salt will want to visit!"
,"So how about we get started right away? Select ""Build"" from the menu and build a store."
"#01963","<0> adventurers are taking part. I can't wait to see the results!"
"#01964","<0> adventurers are taking part in your first expedition."
,"I'm sure they'll bring back lots of treasure! I can't wait!"
"#01965","Come again!"
"#01966","You don't have enough money."
"#01967","You don't have enough <pic=tpoint0>Town Points."
"#01968","There's nothing for sale at the moment."
"#01969","You don't have any items on you."
"#01970","You don't have any items."
"#01971","There isn't anyone who wants to move in right now."
,"Try raising adventurer <pic=moti0>Satisfaction to attract new residents!"
"#01972","You have no facilities at the moment."
"#01973","You don't have enough Magic Points."
"#01974","The Cauldron is full."
,"Boiling these ingredients will take a while. Come back later to check up on it."
"#01975","That is the current job."
"#01976","It's the end of the year. And the Adventurers Guild has sent us a <pic=medal0>medal."
,"You can give adventurers medals to boost their <pic=moti0>Satisfaction and <pic=moti1>Work, as well as their combat ability."
,"Take some time to think about who could use it the most."
"#01977","This concludes the awards ceremony."
,"Good luck for next year!"
"#01978","<pic=medal0>Medals left: <0>."
"#01979","Thank you! I'll keep working hard to develop the town!"
"#01980","I'm so happy! Well, back to adventuring!"
"#01981","<pic=medal0>Medals needed to change to this job: <0>."
"#01982","There are no quests available at the moment."
"#01983","Our adventurers discovered a new dungeon!"
"#01984","Let's send out a party to explore it!"
"#01985","Hello."
,"I was just passing through, but I like this town so much I'm thinking of moving here."
,"Could you find me a place to live?"
,"I'll be waiting."
"#01986","A home of my own at last. I'm so happy!"
,"I'll work hard to make this town a place other adventurers will want to live in, too."
,"Here's to a bright future!"
"#01987","Thank you for the new house. My parents back home would be thrilled if they could see it."
,"I plan to stay here for a long, long time."
,"I'll see you around, neighbor!"
"#01988","I don't know what to say... I'm just so full of gratitude."
,"I'll do whatever I can to help improve this town!"
,"See you later."
"#01989","This is great! I'll never forget what you've done for me. Probably."
,"I'll do my best to repay you by helping develop this town."
,"Thanks again!"
"#01990","Thank you. I'm looking forward to my new life."
,"I just know I'm going to like it here. And I'll help develop the town as well."
"#01991","Yes. Well done."
,"...Don't tell the people at the castle, okay?"
"#01992","Take this, with my thanks."
"#01993","Please accept this as a reward."
"#01994","Take this, as a token of my gratitude."
"#01995","Hello. I'm the head of the Adventurers Guild. We help introduce adventurers to towns across the kingdom."
,"<0> is currently at <pic=star1>0 in our rankings. In other words, no stars."
,"You can earn a star by fulfilling the required conditions. I hope you'll give it a try."
"#01996","Getting a star rating will help increase your town's <pic=raup0>Popularity and attract new adventurers."
"#01997","Sweet! So all we need to do to rank up and get out first star is fulfill these conditions!"
"#01998","Check the conditions under ""Manage"" > ""Upgrade Town"" and try to fulfill them!"
"#01999","Hello, I'm from the Adventurers Guild."
,"I see that <0> doesn't have a star rating yet..."
,"You can get a star rating if you fulfill the required conditions. I hope you'll give it a try."
,"Titles aren't just for show. They grant special bonus effects to the town, that I think you may be interested in."
"#02000","So if we fulfill these conditions, our town will rise in rank and get a star rating."
,"Check the conditions under ""Manage"" > ""Upgrade Town"" and try to fulfill them!"
"#02001","Hey Boss, I've got something to tell you."
,"<0> has fulfilled the conditions for a new rank!"
"#02002","Congratulations. The town has met the conditions for a new rank."
,"Let's head on over to the awards ceremony!"
"#02003","We don't met the requirements for a star yet... Let's review the conditions and make sure we fulfill every one of them."
"#02004","We just have one more thing to do before we can earn a title!"
,"Let's do this!"
"#02005","Here are the conditions for achieving the next rank."
"#02006","I have some news."
,"The next set of rank-up requirements has been announced."
"#02007","Work hard and I'm sure you'll meet them!"
"#02008","Congratulations on making Rank <pic=star1><1>. What a remarkable development for <0>!"
,"You will now be able to purchase new facilities and hold new events. Use them well."
,"I also wanted to give you this to mark the occasion."
"#02009","Well done."
,"I never imagined <0> would make it all the way to the top someday..."
,"Okay, let's get the celebrations for reaching the highest rank underway!"
"#02010","I hereby declare you a <0>-star town!"
,"Year after year has flown by in this town... It's enough to bring a tear to your eye..."
,"Still, <0> isn't done yet. I look forward to seeing what you do in the future!"
"#02011","You've already reached the highest rank."
,"I knew you could do it!"
"#02012","There are no available events at the moment."
"#02013","We can't hold any more events this season."
"#02014","There's no available advertising at the moment."
"#02015","I have some news."
,"A dungeon has been discovered just outside town!"
"#02016","Discovered dungeons that are available for exploration will show up under ""Quests"" in the Adventure menu."
,"There could be lots of treasure hidden there. We should take a look!"
"#02017","Uh-oh, a group of monsters has appeared outside our town!"
,"""Quests"" have been added to the Adventure menu!"
,"Let's go defeat the monsters and keep our town safe!"
"#02018","We can now hold <pic=raup2>events here in <0>."
,"Select ""Manage"" from the menu, then select ""Hold Event."""
,"Events contribute greatly to a town's development, so hold as many as you can!"
"#02019","""<0>"" is currently in progress."
"#02020","No more adventurers can join."
"#02021","All right, let's get this show on the road!"
"#02022","<0> months have passed since the quest began."
,"Additional funds are needed to continue the quest."
"#02023","An adventurer house can be built here."
,"Adventurers may want to settle in your town once their <pic=moti0>Satisfaction reaches a certain level."
"#02024","It looks like an adventurer wants to <pic=t_ca6>move to <0>!"
"#02025","Why not build them a house right here?"
"#02026","Adventurers will only ask to move in if you have <pic=t_ca6> vacant houses in town."
,"So try to have extra <pic=t_ca6> vacant houses available."
"#02027","This <pic=t_ca8>store sells weapons, which are vital for fighting off monsters."
,"Adventurers can buy equipment here."
,"You can get new weapons as the town develops, or by clearing dungeons."
"#02028","This <pic=t_ca8>store sells armor for adventurers."
,"It helps reduce damage taken in combat."
,"You can get new weapons as the town develops, or by clearing dungeons."
"#02029","This is the <pic=t_ca8>accessory store."
,"You can sell the accessories you find on quests here."
"#02030","This is the <pic=t_ca5>inn."
,"Adventurers can stay at an inn to recover HP."
,"The inn's rates will go up when other facilities are nearby or if you use items on it."
"#02031","Completing the new facility has boosted the town's <pic=raup0>Popularity, shown at the bottom right!"
,"The more popular your <pic=raup0>town is, the more adventurers will come visit."
,"Whatever happens next, I'm sure it'll be interesting."
"#02032","An adventurer has showed up at the town gates!"
,"Adventurers will buy equipment in town before setting out to fight monsters."
,"I hope they find what they're looking for here in <0>!"
"#02033","There's a battle going on outside town!"
,"Let's go watch how it plays out."
"#02034","Woohoo! They successfully defeated the monster."
,"When adventurers defeat monsters, they get Experience Points and the town gets money."
,"Try to defeat a lot of monsters to help the town develop."
"#02035","Well done. Your first dungeon quest is now complete."
,"As you can see, some dungeons have valuable treasure inside."
,"Be sure to send out adventurers whenever you discover new dungeons!"
"#02036","Hello."
,"I've been to a lot of towns, but this one is just what I've been looking for."
,"I'd love to move here, if you could build a house for me."
"#02037","Hello."
,"What an amazing town! I absolutely love it here."
,"This is the place for me. I just know it! I'd appreciate it if you could build me a house."
"#02038","Hello."
,"I'm surprised to find such a wonderful town out here."
,"If you could build me a house, I'd be happy to move in."
"#02039","Hello."
,"I finally found the town that's perfect for me. It's <0> all the way!"
,"I bet it'd be a ton of fun living here. Can you build me a house?"
"#02040","Welcome!"
,"We get new items in regularly, so check back from time to time."
"#02041","You can send <pic=indicate0>gifts to your adventurers here."
